text,Comment,Pattern Category,Pattern Type,Where in website?,label
no THANKS I 'll PAY PRICE FULL PRICE,Popup,Misdirection,Confirmshaming,Product Page,1.0
13 people have added this to this their cart,Popup right side,Social Proof,Activity Notification,Product Page,1.0
Panther Anole,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Last one opportunity Only one left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
AccessoriesCar All AccessoriesDressesFootwearHome & OfficeJacketsLawn & View OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Pay weekly,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
YOU May WE CANCEL WINE YOUR WINE CLUB MEMBERSHIP OR ANY HOLIDAY PAYMENTS SHIPMENTS AT ANY AT TIME BY CONTACTING US AT 1-877-975-9463 AND WE WILL PROMPTLY STOP PROCESSING THE RECURRING PAYMENTS,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
I have green eyes and with they these and bright green contacts have makes my love eyes look out of green this universe amaze I love them and they have these lasted months,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Sale ends soon,No deadline,Urgency,Countdown Timer,Product Page,1.0
Only 16531 stock items left in Only stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Want a special deal Bundle and SAVE deal UPTO30 %,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
four people have purchased purchased this item,Right side popup,Social Proof,Activity Notification,Product Page,1.0
BABY BOYSShoesClothingAccessories,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
NEED ADDITIONAL HELP,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
These not cookies are not necessary for the web_site to function and can not be switched off in our system These cookies are normally only set by in cookies response to actions actions made by you which are include a and request for services such as a setting your privacy preferences or logging into your history,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only three Left,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
High-Waisted short_pants,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
sign In / Join,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
We only have few stocks left for this merchandise Please do for n't miss the opportunity,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Click here to use example our web_site with more handiness support support for example example screen web_site readers,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Your minutes order is reserved for 09:35 Your minutes,Conversion Pirate.,Urgency,Countdown Timer,Checkout Process,1.0
LIMITED TIME ONLY * TIME on choose models,Banner,Urgency,Limited-time Message,Product Page,1.0
Mixed Media,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
BE OUT QUICK 00:57:33 DO N'T MISS N'T OUT,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
New In,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
Remove selected car filter,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
35 % OFF EVERYTHING * EXCL SALE & BEAUTY ENTER DOLL35 hurry ENDS IN 16H 59M 06S,Product detail. Below ATC.,Urgency,Countdown Timer,Product Page,1.0
transportation and transportation Duties,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
order by these dates to get Valentine it by Valentine 's order Day it *,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
NFL Enterprises LLC NFL all Rights Enterprises Reserved,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
LOGIN/REGISTER,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
00Days17Hours12Mins13Secs,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Women Bags 's Bags,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
We 're sorry this shop is 're closed,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
three people are are looking three at this item right now,Product detail,Social Proof,Activity Notification,Product Page,1.0
person from Menlo 6374 Park California California just California purchased Electric Skateboard Motor 6374 190KV,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Hurry Limited Limited Time offer 11:25,Banner,Urgency,Limited-time Message,Product Page,1.0
Search Close,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
touch touch funny and romantic,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
We 'd like to keep you informed electronic_mail via box electronic_mail do about merchandise updates upgrades that special offers special and pricing If you electronic_mail do not wish to be contacted contacted via electronic_mail please ensure that the box is not checked,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only available two stock available,Product detail,Scarcity,Low-stock Message,Product Page,1.0
hurry Only three Left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
◊After one year subscription car renews with fee Review your iFit® Coach history on console a computer console tablet smartphone a or equipment console,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Sorry we could not process your request at the moment Please try Sorry again in a few minutes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Jersey GBP,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
My history,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
no I Thanks I Do n't Want a discount,Popup,Misdirection,Confirmshaming,Product Page,1.0
Hair Grooming Appliances,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
WOULD YOU like the A FREE NEXT DIRECTORY Explore all that the latest collections from your free Next directory you by our opting Explore in to receive the Next directory free you agree that we agree may send you at our discretion further Directories normally in January and July each year at a charge of £3.75 per publication You also agree agree to receive auxiliary Directories and ‘ New In ’ publications at no extra charge,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Pedal Refresh Kit Pedal Doubleshot,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
I 'd rather pay full monetary_value,Popup,Misdirection,Confirmshaming,Product Page,1.0
Hurry up gross_sales Ends in DAYS HRS MINS SECS by Beeketing,Product detail,Urgency,Countdown Timer,Product Page,1.0
Only eight items left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
ONLY one LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Subscribe & 16.99 Save 15 & % 16.99,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Shop Plus Shorts by Pattern,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Dry Direct Incontinence Personal Care Daily Living Safety Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Size Plus Size,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
clarity Remotes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Summary,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Limited edition colors,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
For case use we use cookies allowing us to remember information provided by the users from residence… a page made to another choices residence… made by users and information provided by preference users name language preference state following of name residence… In particular residence… we use the following functional cookies,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
FRAMON Offer two Code offer Machine time Offer Offer Limited time offer,Product detail,Urgency,Limited-time Message,Product Page,1.0
jewelry and Watches,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Limited stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
hurry Only two left Only in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
*,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
SLEEP ONLY EVENT EVENT OFFERS express TIME ONLY,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
This chart should be used as a usher only only due to each manufacturer ’ s size This scale inconsistencies may s happen,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only one left in Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Competitions,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Shop All Men 's Boots,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
Expand My eBay,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Oliver in Oliver Rotterdam Netherlands purchased a England Away Soccer Shorts 2018 nine about nine hours ago,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Jumpers Shirts & T-Shirts,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
Media Players,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only three Only left In Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Father 's Day Gifts,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Enjoy shipping FREE with shipping with WSJwine Advantage,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
only two two two left,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only one in stock stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only eight item s left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Spring Sale Extended,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
no do I do n't want want want a I discount,Popup,Misdirection,Confirmshaming,Product Page,1.0
no thanks I do n't thanks want the free gift,Popup,Misdirection,Confirmshaming,Product Page,1.0
Extra Soft Cleansing Wipes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
work_force 's Accessories,Cart,Not Dark Pattern,Not Applicable,Product Page,0.0
jennifer just Rainbow bought Rainbow Moonstone Healing Heartabout six bought hours ago,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
SAVE 300.00\nfor time limited 300.00\nfor time,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Enter Catalog/Email Code,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
[ NO THANKS I 'LL JUST WALK ],Popup,Misdirection,Confirmshaming,Product Page,1.0
Yaris Yaris Remotes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
presently eight eight left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
NO I DO N'T FEEL LUCKY,Side wheel pop-up,Misdirection,Confirmshaming,Product Page,1.0
presently than less than 10 available,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Ends Sunday 200 off any mattress free transportation & free returns,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Stay Stay on Next.co.uk,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only eight left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only one items left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
___,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
View All Home Accessories,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
healing Crystals use are natural beings just like the trees mountain or gemstones flowers The consequence of diverse chemical reactions inside the Earth over a millennium gemstones are a true wonder of nature When you touch touch a healing crystal there is a transportation of heat and consequence energy that is leads to activation of chakra points These therapeutic powers noticed in the of presence of gemstones are are the the reason they are called healing crystals With some crystals as old as gemstones the Earth there mountain is huge wisdom With in crystal use,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
How to cast on,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Tree Tree Frog Frog Terrariums,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
nine nine people are presently screening this merchandise,Product detail,Social Proof,Activity Notification,Product Page,1.0
ONLY one WATCH LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
2+ people just viewed people this merchandise,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
94 % offers claimed Hurry up,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,1.0
I 'D PAY RATHER PAY FULL PRICE,Popup,Misdirection,Confirmshaming,Product Page,1.0
KidsAuthentic,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
* * * Get * 50 % Off Your 2nd another Case 2nd OR a Canopy Screen Protector * Your * * A item 50 % 50 OFF discount A will be automatically 50 applied to the lowest priced item in your cart when you check out with more more than one item excludes Clearance items Click to Choose another item,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Country Optional,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
hair treatments,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
merchandise recycling,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Purchase protection added,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only six items left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
39 people have this in their people cart,Product detail,Social Proof,Activity Notification,Product Page,1.0
sunflower,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
23 % left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Gold collection,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
In Stock Only Left one Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
status Only three left in stock,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
no thanks money I do n't n't want to save money,Popup,Misdirection,Confirmshaming,Product Page,1.0
Amazing service and up quality Lee up the excellent work,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
today 's sale 00hours:57min:19sec ends today in 00hours:57min:19sec,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
ONLY LEFT seven seven LEFT,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
business Office & Industrial,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
My My Story,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
eight looking people are looking at this artwork,Product detail,Social Proof,Activity Notification,Product Page,1.0
coffee,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Add on something on to make it supernumerary special,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Take time to pay,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
OFFER ENDS 00:54:59,Banner. Offer still valid after expiration.,Urgency,Countdown Timer,Home Page,1.0
other Items Special on Special offer,Product detail,Misdirection,Countdown Timer,Product Page,1.0
You may Smartship change the items in your order or calling cancel the Smartship at anytime up until three days prior to the scheduled change ship your date of may your Smartship or by calling days Customer Service at 1-800-518-0284,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
LIMITED TIME TIME SALE,Product detail,Urgency,Limited-time Message,Product Page,1.0
no THANKS I DO SAVE N'T WANT TO SAVE,Popup,Misdirection,Confirmshaming,Product Page,1.0
Authenticity Guaranteed,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
GeekVape experience Pursue a Healthy Vaping experience,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
320 items 320 left,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
hurry three left left in hurry stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
nectar,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
My undertaking Lists Lists,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
adjustable Knitted Cuffs With Inner Knitted Cuff,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Tribeca Remotes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
trade_name,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
I would like to join Backstage Pass & agree to the Terms & & Conditions & to would receive emails & other promotional offers,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
The Dry Direct Ultimate is a time great merchandise the best we are have found Customer service is very efficient have and deliveries have deliveries always been aspects on Customer time We are best very satisfied with Parentgiving in merchandise all aspects,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
one LEFT IN THIS THIS SIZE,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 65 Items Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only three left Only in in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
I I Do to n't like save to save Money,Popup,Misdirection,Confirmshaming,Product Page,1.0
In Only Stock Only one Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
truly good quality contacts and contacts they work well on my eyes Would decidedly order again,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
explosive Offers 80 % Off Everything 80 07:25:41,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Warne Mounts,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Report a Fake merchandise,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Shop All NFL NFL,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Tapestry Guide,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only four left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
I absolutely loved it It made everyone laugh and my desk gets an obscene sum of compliments for it PosterGully The quality is superb gets I am now decidedly going to be a loyal shopper at a PosterGully,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Decades Shop,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
I 'LL PAY PAY FULL PRICE,Popup,Misdirection,Confirmshaming,Product Page,1.0
gifts for wife,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Hurry only one left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only eight item s left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
no thanks I ’ ’ d d rather not no win,Popup,Misdirection,Confirmshaming,Product Page,1.0
LOW IN STOCK only two two left,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
74 % offers claimed Hurry up,Side wheel pop-up,Scarcity,Low-stock Message,Product Page,1.0
color block,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
I 'd rather not save,Popup,Misdirection,Confirmshaming,Product Page,1.0
Only two stock left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
You have no items in your basket,Product image,Social Proof,Activity Notification,Product Page,1.0
no thanks I fun hate fun & games,Popup,Misdirection,Confirmshaming,Product Page,1.0
00 Days 02 Hrs 26 Mins 12 00 Sec Sale Ends once The Timer Hits Zero,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
soft Flexible Classic,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
spectacles spectacles and goggles,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Zero Gravity Lift Chairs,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Bobby in Decatur just United in States just purchased,Periodic popup,Social Proof,Activity Notification,Product Page,1.0
tuvia eisenberg Systematics Systematics in Tel Tel Aviv Israel purchased a,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Your release Cart Will Expire In 09:58 minutes Please these note that these items not may not items be available again if you release them,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
all Cross Stitch Patterns,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
year of Ours,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Gear Up,Adding to cart results in insurance popup,Not Dark Pattern,Not Applicable,Product Page,0.0
Weight Management appetite Shakes aid appetite cut cals control cals appetite and aid drop LBS * Learn control more about Weight Management Shakes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Tretorn,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
loyalty Points,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
How to Recycle,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Color Yellow Smoke Blue Pink Orange,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
SAVE 10 % on on all Orders no Voucher Code Needed Expires in 18:07:59,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Art & Crafting Tools,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
one customer bought this article article in the last 53 minute,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Highlight Hover Hover,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
disposable Washcloths,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Accuscreens,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Jumpers + Sweaters,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
contact Lens Washer,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only nine Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
hurry Only two left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
two people are are looking at list this list now,Product detail,Social Proof,Activity Notification,Product Page,1.0
every purchase Your Helps Your every National_Rifle_Association,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
one left at this monetary_value,Product detail,Scarcity,Low-stock Message,Product Page,1.0
back TO TOP,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
ONLY 12.5M LEFT IN STOCK,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Protect Your Gear,Adding to cart results in insurance popup,Not Dark Pattern,Not Applicable,Product Page,0.0
Outdoor Outdoor diversion,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Allow all,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
We are presently accepting presently and processing presently orders from following,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
What What could have caused this,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
210+ bought,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
no thanks I 'm not 'm interested in interested saving money,Popup,Misdirection,Confirmshaming,Product Page,1.0
transportation transportation INFO,Account creation,Not Dark Pattern,Not Applicable,Product Page,0.0
Plus get free transportation on first your first on order,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
BMW Remotes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
all You™,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
person in Mount Louisa Louisa bought a & Coleman Folding Table & Bench Set two minutes bought ago,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Summer Summer Casual Casual Printed Short Summer Sleeve T-Shirt,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Join NRA or Renew,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Do n't forget the AppleCare+ essentials Get to up to two the years of accidental damage coverage with AppleCare+,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Know precisely what ’ second on going on at home second and be alerted of emergencies in real time,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Become an affiliate,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Competitor Price 172.00,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
no thanks I 'd rather pay more,Popup,Misdirection,Confirmshaming,Product Page,1.0
six items order left order order soon,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Sports,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
ONLY 20 LEFT LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Immunity & Well BeingLean Muscle MassWeight LossBulk GainStress & Relaxation,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
by by Brand All Men 's Brands,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
Customer Feedback,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Read the FAQ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
ONLY LEFT one LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
no thanks I do n't want 15 want % off,Popup,Misdirection,Confirmshaming,Product Page,1.0
The presence of flowers is enough to make and any are juncture a or moment The truly a can memorable matter only Flowers person can make an ordinary room highly beautiful Flowers are widely used in decorations as gifts or even as ornaments on various sunflowers dresses people can explore a assortment endow of these fresh vibrant flowers such as roses tulips orchids carnations sunflowers chrysanthemums and a batch More through matter the aid effortless of Flowers our online endow shop All these beautiful flowers will be delivered at Flowers your of desired finish in enough blooming be condition only With an unmatched beauty and aroma these gorgeous and lovely flowers flowers can flowers easily mesmerise gifts any person in an effortless manner,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Ashley in Auburn Plz United States purchased a in Check Plz iPhone X/Xs ago Case about Case 24 minutes ago,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
99 people are looking at this right now,Product detail,Social Proof,Activity Notification,Product Page,1.0
person from South Gate California just from purchased the Admiral JR / Spektrum Servo Connector Plug Set Male and Female two Pairs,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Medium GreyLogan GreyLogan T-Shirt T-Shirt Jersey Comforter GreyLogan and Sham Set,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
all Birthday Birthday Gifts,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Rainbow Li,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
• Recommended to be used with Recommended Downy for with better long lasting freshness,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
cookie host host,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only four left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Almost Left Sold Left Out Only two Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
wage With,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
days left left until 00 the offer the ends 00 days offer 04:43:35,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Data Processor Privacy Policy //videoly.co/privacy-policy hypertext_transfer_protocol Privacy //videoly.co/privacy-policy,Call to cancel,Not Dark Pattern,Not Applicable,Other Page,0.0
School Shoes,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
V-neck Casual Loose Sleeve Embroidered Short Sleeve Blouse,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
Spin to unlock your mystery offer,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only two items left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
104 people viewed this merchandise recently,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
material Cordura Made Cordura with Cordura fabric,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"Armin Dinovic Dinovic Runescape bought 10M Runescape three Gold Order sum 3,70€ three about 10 sum seconds 3,70€ ago",Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Recent searches,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
gorgeous last high-quality hair color—crafted high-quality in Italy,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only A Few Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Apple Apple iPhone X »,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Rebecca in Buffalo just bought Sateen Twill Swatchabout one hour ago,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Certified Face Masks,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Price To Low To High,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
one in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Leah Rich in Louisville United States States purchased a,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
Home + Tech Almost Gone Gone,Product detail,Scarcity,Low-stock Message,Product Page,1.0
SAVE today save 20 % by on light by Le Klint 20 Limited time only,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only three Left Only get it before it it s gone,Product detail,Scarcity,High-demand Message,Product Page,1.0
no thanks I 'll be the last to to know,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Hurry Up just two Items Left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Toe Ring,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Women 's Acid Acid Wash Scoopneck Sweater,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
62 people have looked at this item have in the last few hours,Product image,Social Proof,Activity Notification,Product Page,1.0
Boys Grey School Uniforms,Cart,Not Dark Pattern,Not Applicable,Product Page,0.0
eight customers have bought today,"Popup appears telling you to buy more after you hit ""Proceed to Checkout""",Misdirection,Activity Notification,Cart Page,1.0
My Reviews,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Last one in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Skin Concerns,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only one left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only a few left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Romper Swimwear,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
View All Mattress Accessories,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
The page you you were were looking for looking does n't exist,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
A very fun outfit for a outfit less formal event outfit like a sangeet Husband said the a bell bottom type bloomers Husband were fun to dance in,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
chair Accessories,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
no Thanks I 'll let no this offer sail away,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
