text,Comment,Pattern Category,Pattern Type,Where in website?,label
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
Order in 13:16 to get $200 off your mattress,Timer resets,Urgency,Countdown Timer,Cart Page,1
60% OFF ENDS IN DAYS HOURS MINUTES SECONDS,Product detail,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 09:45 minutes!,Conversion pirate. Resets on load.,Urgency,Countdown Timer,Checkout Process,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Discount code. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Discount code. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
00:15:07:45,Timer not associated with anything but present,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
BE QUICK 00:57:33 DON'T MISS OUT,Banner. Offer is still valid.,Urgency,Countdown Timer,Home Page,1
VIP OFFERS END 00:54:59,Below banner. Offer is still valid.,Urgency,Countdown Timer,Home Page,1
Offer ends in 15hrs 1min 56sec!,Product detail,Urgency,Countdown Timer,Product Page,1
3Days01:49:51 Left,Counter resets,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 09:58 minutes!,Cart remains but message goes away,Urgency,Countdown Timer,Cart Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
activate within 10:00,"Popup, and then sites in the lower right corner. The offer pops up again after expiration.",Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,Banner. Cart expires after countdown.,Urgency,Countdown Timer,Product Page,1
00:44:56,Product detail. Resets on visit. Limited Stock.,Urgency,Countdown Timer,Product Page,1
Hurry Up ! Time is running out,Popup. Timer expires but deal present and valid,Urgency,Countdown Timer,Product Page,1
Hurry! Sale ends in:,Product detail,Urgency,Countdown Timer,Product Page,1
,Sale. Repeats with new sale.,Urgency,Countdown Timer,Product Page,1
,Discount code,Urgency,Countdown Timer,Product Page,1
,Sale. Repeats with new sale.,Urgency,Countdown Timer,Product Page,1
4 days 05:46:20,The same deal repeats with a new timer once the old one expires.,Urgency,Countdown Timer,Product Page,1
,Deal.,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
Complete your purchase within the next 12:18 minutes and receive 10% off,Popup left side,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
HAUTELOOK 04:53,,Urgency,Countdown Timer,Cart Page,1
,Unclear what it's for but resets,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 09:45 minutes!,Resets. Conversion pirate.,Urgency,Countdown Timer,Checkout Process,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
Offer ends 0Hours:04Minutes:46Seconds,Popup. Ends at zero but offer stays.,Urgency,Countdown Timer,Product Page,1
25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,Top of page,Urgency,Countdown Timer,Product Page,1
,Discount code,Urgency,Countdown Timer,Product Page,1
,Discount code,Urgency,Countdown Timer,Product Page,1
3DAYS124606,Banner,Urgency,Countdown Timer,Product Page,1
3DAYS124606,Product detail,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets.,Urgency,Countdown Timer,Product Page,1
Items will be reserved in your cart for 19:10,Top right corner. Resets on page load. Goes away when ends.,Urgency,Countdown Timer,Cart Page,1
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,Deal only valid for sometime. Goes away and replaced by another.,Urgency,Countdown Timer,Home Page,1
Items will be reserved in your cart for 19:10,Timer goes away but no message in return. Refreshing resets.,Urgency,Countdown Timer,Cart Page,1
Offer ends in,Timer goes away but deal still valid.,Urgency,Countdown Timer,Home Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
You left 2 items in your bag Released in: 29 minutes :07 seconds,Popup. Have items in cart and go to anOther Page. Timer expires but no indication of items being released.,Urgency,Countdown Timer,Cart Page,1
Your order is reserved for 09:45 minutes!,Conversion Pirate. Resets.,Urgency,Countdown Timer,Checkout Process,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,Popup. You can still get a code after expiry and add it to checkout.,Urgency,Countdown Timer,Product Page,1
,Sale. Repeats with new sale.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Discount code,Urgency,Countdown Timer,Product Page,1
,Sale. Resets.,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Discount code. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Discount code,Urgency,Countdown Timer,Product Page,1
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,Footer. Resets with new sale.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets.,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
Flash Sale ends in SHOP NOW  ,Top of page,Urgency,Countdown Timer,Product Page,1
,Sale. Resets.,Urgency,Countdown Timer,Product Page,1
,Sale. Repeats with new sale.,Urgency,Countdown Timer,Product Page,1
DEAL ENDS IN 40:55:13,Lower right corner. Follows sticky banner.,Urgency,Countdown Timer,Product Page,1
DEAL ENDS IN 40:55:13,Sticky header. Resets with new deals.,Urgency,Countdown Timer,Product Page,1
Offer ends in 9hrs 55min 29sec!,Below navbar,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Timer goes away; sale remains,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS,Resets.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 07:28 minutes!,Conversion pirate. Resets on load.,Urgency,Countdown Timer,Checkout Process,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Sale. Repeats with new sale.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
Order in 14:53 to get 2 pillows for free,Below form. Disappears on expiration. Reappears on reload. Deal still valid regardless.,Urgency,Countdown Timer,Cart Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC,"popup, below nav bar and product detail",Urgency,Countdown Timer,Product Page,1
,Sale. Repeats with new sale.,Urgency,Countdown Timer,Product Page,1
Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,Tied to session. Resets.,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,Banner,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,Product detail. Resets.,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
HURRY! YOUR 10% OFF EXPIRES IN 29:43,Top of the page timer / Popup. Deal still valid (see below).,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
Offer ends in 03 days 19 hours : 54 mins : 22 secs,Product detail. Offer in two separate instances was 0.02 pounds off.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Repeats with new sale.,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S,Banner. Recycles sales.,Urgency,Countdown Timer,Product Page,1
"HURRY, ORDER WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35",Product detail. Below ATC.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,Popup. Goes away when ends.,Urgency,Countdown Timer,Product Page,1
,Unclear what it's for but resets,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
DAYS HRS MINS SECS,Product detail,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
OFFER ENDS 00:54:59,Banner. Offer still valid after expiration.,Urgency,Countdown Timer,Home Page,1
,Product detail. Sale.,Urgency,Countdown Timer,Product Page,1
,Discount code. Banner,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC,Timer at top of page,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 09:45 minutes!,Conversion Pirate. Resets on reload.,Urgency,Countdown Timer,Checkout Process,1
,Shipping,Urgency,Countdown Timer,Product Page,1
Your order has been reserved for,Banner,Urgency,Countdown Timer,Cart Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
"Ends in 1 Days, 4 Minutes, 44 Seconds",Product detail,Urgency,Countdown Timer,Product Page,1
OFFER ENDS: 09h: 09m: 55s: 0 ,"Timer resets. Sometimes starts a new deal, varying the price by a little amount.",Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
HURRY UP > 09H 42M 39S,Banner. Timer resets. There's a similar banner in the product detail. It resets too.,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 09:43 minutes!,Conversion pirate,Urgency,Countdown Timer,Cart Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Discount code,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
Items reserved for 15:00,Cart empties,Urgency,Countdown Timer,Cart Page,1
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,sample20off valid even after timer expires. Right side popup. Popup goes away upon expiration.,Urgency,Countdown Timer,Product Page,1
Massive Tax Time Sale See Discounts! Sale ends in,Banner,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
1 day 08:15:25,Product detail,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 09:45 minutes!,Conversion Pirate. Resets.,Urgency,Countdown Timer,Checkout Process,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
SAVE 10% On All Orders. No Voucher Code Needed Expires in 18:07:59.,Sticky header/footer,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Sale. Resets on each load.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
"UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS  :  04HOURS  :  13MINS  :  28SECS",Banner across the entire website. Recurring combination of sales.,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 09:35 minutes!,Resets. Conversion Pirate.,Urgency,Countdown Timer,Checkout Process,1
,Shipping,Urgency,Countdown Timer,Product Page,1
"Hurry, Limited Time Offer! 11:25",Cart section of product page. Right bottom corner.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
Time remaining: 04:50,Resets. Remaining for what?,Urgency,Countdown Timer,Cart Page,1
Price Guaranteed For DAYS/HRS/MINS/SECS,Below product image. Resets.,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Sale. Resets after hitting zero,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 09:45 minutes!,Resets on completion and reload,Urgency,Countdown Timer,Checkout Process,1
,Sale,Urgency,Countdown Timer,Product Page,1
,Shipping,Urgency,Countdown Timer,Product Page,1
Your order is reserved for 09:35 minutes!,Conversion Pirate.,Urgency,Countdown Timer,Checkout Process,1
"Hurry, Sale ends in 9 Hours!",Product detail. Hurrify plugin.,Urgency,Countdown Timer,Product Page,1
,Need to create an account to browse the website,Forced Action,Forced Enrollment,Home Page,1
"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",,Forced Action,Forced Enrollment,Checkout Process,1
I accept the Terms & Conditions of the FREE Brother Care Program and agree to receive exclusive offers and general promotions from Brother. I may withdraw my consent at any time.,Popup,Forced Action,Forced Enrollment,Product Page,1
I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.,Lumping them all in one,Forced Action,Forced Enrollment,Checkout Process,1
I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.,,Forced Action,Forced Enrollment,Checkout Process,1
,Need to create an account to browse the website,Forced Action,Forced Enrollment,Home Page,1
"You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.",Call to cancel subscription,Obstruction,Hard to Cancel,Cart Page,1
"If you wish to cancel your subscription, you can email us at getflat@flattummyco.com",Email to cancel,Obstruction,Hard to Cancel,Other Page,1
"There is no commitment and no minimum to buy. Please note exact shipment times may vary. To customize this program or future shipments, call customer service anytime at 1-800-THICKEN (844-2536).",Call to cancel auto-renewal,Obstruction,Hard to Cancel,Product Page,1
"Members may cancel their Membership at any time during their Membership term and receive a full refund, less any benefits/savings received in their current Membership term (for example, Buyer’s Club Discounts received or free shipping). Refunds for completed years completed will not be made, even if the Member did not use any of the benefits during the Membership term. To cancel your membership, please contact our customer service department by contacting us at 1-800-375-3006.","Call to cancel ""Buyer's club""",Obstruction,Hard to Cancel,Other Page,1
"Ketolent subscriptions have no long term contracts. Pause, cancel, or change at any time. Want to swap Vanilla for Chocolate, or set up to renew every 3 weeks? No problem! Send us an email to help@ketolent.com and we'll make the change for you.",Email to cancel or modify subscription,Obstruction,Hard to Cancel,Other Page,1
Purchase Benefit Club Member can cancel the Purchase Benefits at any time by calling MDG’s Customer Service department at: 1-800-906-0975 ext. 352 and requesting to cancel the Purchase Benefits.,MDG Membership: https://secure.mdg.com/Membership.aspx Call to cancel,Obstruction,Hard to Cancel,Other Page,1
"We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.",Email to cancel,Obstruction,Hard to Cancel,Other Page,1
"If you wish to cancel a membership, please contact our Customer Services Department on UK: +44 808 164 8264 (standard local call charges will apply) or via email on customer.service@beautypie.com. You can also contact the Customer Services Department by post at: Beauty Pie Limited, Customer Service Department, The Point, 210 New Kings Road, London SW6 5NZ, United Kingdom. Please quote your order number in all correspondence.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1
"Prior to the automatic renewal and billing, we will notify you in advance (via the email you used at the time of enrollment) of (i) the pending renewal, (ii) the then current fees and charges applicable to the Passport Program, and (iii) where you may find more information about the Passport Program. We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you.",Email to cancel,Obstruction,Hard to Cancel,Other Page,1
"To cancel your order before it ships, call us.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1
"Exposed Membership (recurring subscription) and Cancellations  If You order with Exposed Membership, you are selecting a recurring billing subscription, where You will receive a new kit approximately every 60 days. You are able to cancel by contacting Exposed customer care at 1-866-404-7656, 8am – 4pm Pacific Time, M-F.  If You are part of our Monthly installment program, You will be billed in two monthly installments for each acne kit shipped. Each kit will be shipped every two months unless your membership is canceled. To cancel Your Exposed Membership, You must: 1. first pay in full for all kits that have been shipped 2. and, then contact Exposed customer care at 1-866-404-7656 8am – 4pm Pacific Time, M-F to process Your cancellation.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1
You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,Call to cancel,Obstruction,Hard to Cancel,Cart Page,1
"IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US WITH A VALID CREDIT CARD NUMBER OR AN ALTERNATE PAYMENT METHOD, EACH SHIPMENT WILL BE AUTOMATICALLY PROCESSED AT THE TIME OF EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME OF YOUR INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM. IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC RENEWAL SUBSCRIPTION, YOU MAY DO SO AT ANY TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON THE WEBSITE.",Call/email to cancel,Obstruction,Hard to Cancel,Other Page,1
"You may cancel or renew your membership to the VIP Program or find out more information about your VIP Program subscription, including your annual expiration date, by contacting support@grove.co.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1
"""No Worry"" Membership Renewal We will bill your credit card on file at the introductory rate of $2.99 per month for the first year, for membership rewards and discounts. At the end of the introductory period, you'll be billed at the regular monthly rate of $3.99 per month. If you don't want your membership renewed, simply contact us and we will cancel your subscription. You will be refunded for the current month's membership fee, less any membership savings you have received. Exclusive Toll-Free Hotline Number Because we want your calls to get top priority, we have a special number for Value Club members only: 1-800-648-4282. Your call will be handled with the utmost promptness, courtesy and efficiency possible.",Call to cancel membership,Obstruction,Hard to Cancel,Other Page,1
"If your JR Plus membership has renewed automatically, you have seven (7) days after payment is taken to cancel your annual membership. You must contact Customer Service at (888) 574-3576 within this window and not have made any eligible purchase using the JR Plus service. You will then be provided with a full refund of your membership fee for the renewal year and the JR Plus service will be cancelled from your account. If you cancel during any renewal year after the seven (7) day window expires, you are not entitled to any refund of the renewal fee, even if you have not made any eligible purchase during the renewal term.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1
"You may cancel your JustFab VIP Membership at any time. There is absolutely no cancellation fee. If you would like to continue receiving selections, then just skip the month by clicking Skip This Month in your Boutique between the 1st and the 5th of the month. You won't be charged and no member credit will be generated for you. If you no longer want to skip the month, then call our Fashion Consultants on 020 36953830 (local rate) Mon-Fri 8:00AM to 8:00PM and Sat-Sun 10:00AM to 6:00PM or cancel your membership via chat.",FAQ page,Obstruction,Hard to Cancel,Cart Page,1
You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,Call to cancel,Obstruction,Hard to Cancel,Cart Page,1
You may cancel your membership at any time by calling us at at 855-861-2573 (6:00AM – 5:00PM PST) or by emailing support@luckytacklebox.com. California residents may also cancel your subscription by accessing your Account through the Site.,Call to cancel,Obstruction,Hard to Cancel,Other Page,1
"You may cancel your Minted More membership at any time by contacting Minted Customer Service at www.minted.com/help. If you cancel your membership before your Minted More gift box has shipped, we will refund your full membership fee; provided that we may charge you (or withhold from your refund) the value of Minted More discount benefits used by you and your account prior to cancellation. If you cancel at any other time, your membership fee is non-refundable.",Contact customer care to cancel,Obstruction,Hard to Cancel,Other Page,1
We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com,Account creation,Obstruction,Hard to Cancel,Checkout Process,1
We may also disclose your information to third parties who may contact you with details of other products and services which may be of interest. If you do not want your name and mailing details made available in this way please email opt-out@nextdirect.com,Account creation,Obstruction,Hard to Cancel,Checkout Process,1
"When you join the PetPlus Plan, you are given the option to purchase your membership on an annual or monthly basis and you are automatically enrolled in our recurring billing program. You may cancel at any time by contacting our customer service team, but you will not be refunded for any unused days on your membership if you choose to cancel prior to the end of your billing cycle. You may cancel your PetPlus membership at any time without penalty if you have not utilized any of your PetPlus benefits (including discounts on products and/or services). For customers charged on a monthly basis, if you have purchased products or used services using your PetPlus benefits, we will charge a $25 administrative fee per membership cancellation if the membership is cancelled within three months of enrollment.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1
"ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.",Call to cancel,Obstruction,Hard to Cancel,Checkout Process,1
"For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.",Call/email to cancel membership,Obstruction,Hard to Cancel,Other Page,1
,No way to cancel. Not specified on the website. Customer service comments say call customer care.,Obstruction,Hard to Cancel,Other Page,1
"There's no obligation to buy as an Xtra VIP Member, nor is there any minimum number of months or commitment for membership. You can shop or ‘Skip’ by the 5th of each month, and you can cancel your membership at any time by calling (855) SAVAGEX (open 24/7).","Call to cancel. On clicking ""Learn more"".",Obstruction,Hard to Cancel,Cart Page,1
You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).,Call to cancel,Obstruction,Hard to Cancel,Cart Page,1
"YOU MAY CANCEL YOUR WINE CLUB MEMBERSHIP OR ANY HOLIDAY SHIPMENTS AT ANY TIME BY CONTACTING US AT 1-877-975-9463, AND WE WILL PROMPTLY STOP PROCESSING THE RECURRING PAYMENTS.",Call to cancel,Obstruction,Hard to Cancel,Other Page,1
"How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.",Call/email to cancel membership,Obstruction,Hard to Cancel,Other Page,1
"CANCELLATION POLICY: If you are not completely satisfied with Yogi Surprise, you can cancel your membership and discontinue your monthly payments at any time. In order to cancel before you are renewed for the next shipment, you need to contact Yogi Surprise prior to the renewal date on the 14th of each month. Email: support@yogisurprise.com and we’ll respond promptly. If your membership has already renewed and you’d like to cancel an upcoming shipment, you must request cancellation by the 3rd of the month to be eligible for a refund. IF YOU DO NOT CANCEL PRIOR TO THE THIRD DAY OF A CALENDAR MONTH, YOU CANNOT BE REFUNDED FOR THAT MONTH’S SHIPMENT. WE DO NOT OFFER REFUNDS ON BOXES THAT HAVE ALREADY BEEN SHIPPED. To request cancellation, simply click here and submit the contact form or email us: support@yogisurprise.com. We’ll get back to promptly!",Email to Cancel,Obstruction,Hard to Cancel,Other Page,1
